Timestamp;Type;Name;Position;Rotation
15,39673;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,39673;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,39673;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,39673;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,39673;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,39673;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,44262;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,44262;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,44262;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,44262;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,44262;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,44262;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,49329;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,49329;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,49329;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,49329;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,49329;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,49329;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,5457;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,5457;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,5457;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,5457;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,5457;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,5457;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,59637;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,59637;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,59637;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,59637;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,59637;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,59637;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,64886;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,64886;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,64886;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,64886;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,64886;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,64886;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,70183;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,70183;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,70183;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,70183;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,70183;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,70183;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,75233;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,75233;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,75233;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,75233;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,75233;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,75233;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,80369;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,80369;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,80369;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,80369;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,80369;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,80369;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,85501;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,85501;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,85501;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,85501;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,85501;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,85501;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,90617;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,90617;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,90617;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,90617;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,90617;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,90617;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
15,95741;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,95741;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,95741;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,95741;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,95741;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
15,95741;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
16,00967;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,00967;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,00967;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,00967;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,00967;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,00967;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
16,06189;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,06189;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,06189;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,06189;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,06189;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,06189;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
16,1145;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,1145;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
16,1145;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
