Timestamp;Type;Name;Position;Rotation
10,05941;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,05941;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,05941;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,05941;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,05941;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,05941;2;Cube;(0.00, 2.00, 5.60);(0.00, 0.00, 0.00)
11,72899;1;Main Camera;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,72899;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,72899;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,72899;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,72899;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,72899;2;Cube;(0.00, 1.88, 5.60);(0.00, 0.00, 0.00)
11,85076;1;Main Camera;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,85076;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,85076;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,85076;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,85076;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,85076;2;Cube;(0.00, 1.61, 5.60);(0.00, 0.00, 0.00)
11,95734;1;Main Camera;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,95734;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,95734;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,95734;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,95734;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
11,95734;2;Cube;(0.00, 1.26, 5.60);(0.00, 0.00, 0.00)
12,0649;1;Main Camera;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,0649;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,0649;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,0649;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,0649;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,0649;2;Cube;(0.00, 0.80, 5.60);(0.00, 0.00, 0.00)
12,16639;1;Main Camera;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,16639;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,16639;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,16639;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,16639;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,16639;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
12,27734;1;Main Camera;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,27734;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,27734;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,27734;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,27734;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,27734;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
12,38933;1;Main Camera;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,38933;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,38933;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,38933;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,38933;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,38933;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
12,50082;1;Main Camera;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,50082;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,50082;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,50082;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,50082;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,50082;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
12,94314;1;Main Camera;(-0.57, 0.74, -1.16);(339.83, 322.72, 2.64)
12,94314;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,94314;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,94314;1;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,94314;1;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,94314;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
12,98937;1;Main Camera;(-0.57, 0.74, -1.16);(339.93, 322.98, 2.79)
12,98937;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,98937;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
12,98937;1;Right Controller;(-0.54, 0.35, -0.92);(353.65, 326.87, 342.75)
12,98937;1;Left Controller;(-0.30, -0.12, -1.57);(4.37, 217.21, 297.88)
12,98937;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,09526;1;Main Camera;(-0.57, 0.74, -1.17);(340.09, 323.42, 2.88)
13,09526;1;Right Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
13,09526;1;Left Hand;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
13,09526;1;Right Controller;(-0.54, 0.36, -0.92);(353.47, 326.77, 342.93)
13,09526;1;Left Controller;(-0.30, -0.12, -1.57);(4.13, 217.01, 297.80)
13,09526;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,21044;1;Main Camera;(-0.57, 0.74, -1.16);(340.53, 323.51, 2.77)
