Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
0,5060865;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
0,5060865;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
0,5060865;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
0,5060865;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
0,5060865;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
1,007114;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.81, 25.94)
1,007114;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.96, 77.43)
1,007114;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
1,007114;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
1,007114;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
1,508446;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
1,508446;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
1,508446;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
1,508446;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
1,508446;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
2,009623;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
2,009623;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
2,009623;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,009623;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,009623;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
2,51096;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.84, 25.95)
2,51096;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 353.01, 77.42)
2,51096;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,51096;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,51096;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,012358;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
3,012358;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
3,012358;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,012358;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,012358;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,513509;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
3,513509;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
3,513509;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,513509;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,513509;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,014259;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
4,014259;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
4,014259;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,014259;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,014259;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,515431;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
4,515431;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
4,515431;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,515431;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,515431;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,016753;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
5,016753;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
5,016753;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,016753;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,016753;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,517922;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
5,517922;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
5,517922;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,517922;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,517922;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,019728;Right Hand Presence Physics;(0.02, 0.07, 0.00);(332.89, 3.75, 25.95)
6,019728;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 352.91, 77.43)
6,019728;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
6,019728;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
6,019728;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,52316;Right Hand Presence Physics;(-0.07, 0.21, 0.05);(331.10, 0.37, 17.10)
6,52316;Left Hand Presence Physics;(-0.12, 0.27, 0.00);(354.42, 347.66, 71.11)
6,52316;Right Controller;(-0.33, 0.76, 0.24);(337.10, 266.63, 341.50)
6,52316;Left Controller;(-0.29, 0.76, -0.02);(338.06, 273.23, 9.10)
6,52316;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,027671;Right Hand Presence Physics;(-0.33, 0.78, 0.28);(335.77, 270.68, 333.47)
7,027671;Left Hand Presence Physics;(-0.29, 0.76, -0.02);(339.91, 277.88, 14.75)
7,027671;Right Controller;(-0.33, 0.78, 0.28);(335.80, 270.65, 333.51)
7,027671;Left Controller;(-0.29, 0.76, -0.02);(339.41, 277.76, 13.73)
7,027671;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,530509;Right Hand Presence Physics;(-0.12, 0.78, 0.49);(335.39, 316.57, 334.08)
7,530509;Left Hand Presence Physics;(-0.31, 0.76, 0.25);(337.77, 321.61, 11.04)
7,530509;Right Controller;(-0.12, 0.78, 0.49);(335.38, 316.60, 334.07)
7,530509;Left Controller;(-0.31, 0.77, 0.25);(337.75, 321.56, 11.08)
7,530509;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,031663;Right Hand Presence Physics;(0.06, 0.77, 0.13);(349.10, 310.12, 333.76)
8,031663;Left Hand Presence Physics;(0.10, 0.77, 0.10);(337.95, 312.40, 23.53)
8,031663;Right Controller;(0.21, 0.78, -0.21);(335.26, 136.87, 333.95)
8,031663;Left Controller;(0.39, 0.77, 0.03);(334.44, 142.36, 6.99)
8,031663;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,532998;Right Hand Presence Physics;(0.39, 0.76, -0.13);(355.23, 317.77, 345.89)
8,532998;Left Hand Presence Physics;(0.41, 0.77, -0.15);(346.97, 297.17, 357.62)
8,532998;Right Controller;(0.72, 0.78, -0.65);(335.47, 136.54, 334.34)
8,532998;Left Controller;(0.90, 0.77, -0.41);(334.04, 141.97, 7.11)
8,532998;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,035249;Right Hand Presence Physics;(0.96, 0.78, -0.45);(334.72, 91.15, 335.06)
9,035249;Left Hand Presence Physics;(0.92, 0.77, -0.15);(333.68, 96.37, 6.96)
9,035249;Right Controller;(0.96, 0.78, -0.45);(334.67, 91.17, 335.23)
9,035249;Left Controller;(0.92, 0.77, -0.15);(333.67, 96.36, 6.98)
9,035249;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
9,536407;Right Hand Presence Physics;(0.99, 0.78, -0.13);(333.83, 45.70, 337.06)
9,536407;Left Hand Presence Physics;(0.75, 0.77, 0.05);(333.13, 51.91, 7.36)
9,536407;Right Controller;(0.99, 0.78, -0.13);(333.83, 45.70, 337.02)
9,536407;Left Controller;(0.75, 0.77, 0.05);(333.12, 51.92, 7.33)
9,536407;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
10,0387;Right Hand Presence Physics;(0.79, 0.78, 0.10);(334.05, 1.05, 336.14)
10,0387;Left Hand Presence Physics;(0.49, 0.77, 0.05);(332.94, 6.92, 6.75)
10,0387;Right Controller;(0.79, 0.78, 0.10);(334.04, 1.05, 336.11)
10,0387;Left Controller;(0.49, 0.77, 0.05);(332.92, 6.95, 6.71)
10,0387;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
10,53889;Right Hand Presence Physics;(0.77, 0.78, 0.52);(333.81, 1.23, 335.59)
10,53889;Left Hand Presence Physics;(0.47, 0.77, 0.48);(333.05, 6.27, 6.66)
10,53889;Right Controller;(0.77, 0.78, 0.56);(333.83, 1.20, 335.59)
10,53889;Left Controller;(0.47, 0.77, 0.51);(333.05, 6.27, 6.68)
10,53889;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
11,04064;Right Hand Presence Physics;(0.55, 0.78, 1.75);(334.11, 0.33, 336.06)
11,04064;Left Hand Presence Physics;(0.25, 0.77, 1.71);(332.92, 4.79, 6.19)
11,04064;Right Controller;(0.54, 0.78, 1.79);(334.11, 0.33, 336.07)
11,04064;Left Controller;(0.24, 0.77, 1.75);(332.95, 4.77, 6.21)
11,04064;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
11,54202;Right Hand Presence Physics;(0.45, 0.78, 3.00);(334.21, 0.15, 336.10)
11,54202;Left Hand Presence Physics;(0.15, 0.77, 2.96);(333.56, 4.68, 4.70)
11,54202;Right Controller;(0.45, 0.78, 3.04);(334.19, 0.16, 336.06)
11,54202;Left Controller;(0.15, 0.77, 3.00);(333.59, 4.69, 4.67)
11,54202;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
12,04308;Right Hand Presence Physics;(0.48, 0.78, 4.25);(334.27, 0.12, 336.16)
12,04308;Left Hand Presence Physics;(0.16, 0.76, 4.23);(335.09, 0.17, 5.33)
12,04308;Right Controller;(0.48, 0.78, 4.29);(334.27, 0.09, 336.17)
