Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Left Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
0;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
0;Metal Cube;(-0.11, 0.56, 5.65);(0.00, 0.00, 0.00);False;
0,5077684;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.89, 4.59, 25.84)
0,5077684;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 353.18, 77.46)
0,5077684;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
0,5077684;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
0,5077684;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
1,009128;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.89, 6.33, 25.76)
1,009128;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 354.75, 77.47)
1,009128;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
1,009128;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
1,009128;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
1,509911;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.83, 25.73)
1,509911;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.10, 77.48)
1,509911;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
1,509911;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
1,509911;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
2,011353;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.89, 6.37, 25.75)
2,011353;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 354.79, 77.47)
2,011353;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,011353;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,011353;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
2,512654;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.89, 6.35, 25.75)
2,512654;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 354.77, 77.47)
2,512654;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,512654;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
2,512654;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,01377;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.89, 6.34, 25.76)
3,01377;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 354.76, 77.47)
3,01377;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,01377;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,01377;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
3,51499;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.89, 6.34, 25.76)
3,51499;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.42, 354.77, 77.47)
3,51499;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,51499;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
3,51499;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,016072;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.78, 25.73)
4,016072;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.05, 77.48)
4,016072;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,016072;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,016072;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
4,516975;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.84, 25.73)
4,516975;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.11, 77.48)
4,516975;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,516975;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
4,516975;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,018395;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.84, 25.73)
5,018395;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.11, 77.48)
5,018395;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,018395;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,018395;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
5,744116;Right Hand Presence Physics;(0.02, 0.07, -0.01);(332.92, 6.84, 25.73)
5,744116;Left Hand Presence Physics;(-0.02, 0.08, 0.01);(354.41, 355.11, 77.48)
5,744116;Right Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,744116;Left Controller;(0.00, 0.00, 0.00);(0.00, 0.00, 0.00)
5,744116;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,248841;Right Hand Presence Physics;(-0.03, 0.69, 0.44);(339.19, 321.55, 332.52)
6,248841;Left Hand Presence Physics;(-0.30, 0.66, 0.25);(340.85, 345.60, 25.99)
6,248841;Right Controller;(-0.03, 0.69, 0.44);(338.57, 322.25, 333.68)
6,248841;Left Controller;(-0.30, 0.66, 0.25);(340.83, 345.41, 25.69)
6,248841;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
6,7507;Right Hand Presence Physics;(-0.05, 0.71, 1.25);(335.98, 322.62, 330.14)
6,7507;Left Hand Presence Physics;(-0.33, 0.68, 1.05);(333.73, 349.20, 21.00)
6,7507;Right Controller;(-0.07, 0.71, 1.28);(335.95, 322.42, 330.28)
6,7507;Left Controller;(-0.35, 0.68, 1.08);(333.64, 349.18, 21.23)
6,7507;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,253071;Right Hand Presence Physics;(-0.73, 0.71, 2.30);(335.28, 321.38, 330.58)
7,253071;Left Hand Presence Physics;(-1.00, 0.67, 2.11);(334.97, 349.74, 17.93)
7,253071;Right Controller;(-0.75, 0.71, 2.33);(335.26, 321.35, 330.62)
7,253071;Left Controller;(-1.02, 0.67, 2.14);(334.99, 349.72, 17.90)
7,253071;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
7,754599;Right Hand Presence Physics;(-1.19, 0.71, 3.46);(334.79, 320.71, 330.97)
7,754599;Left Hand Presence Physics;(-1.46, 0.69, 3.28);(335.76, 348.57, 12.81)
7,754599;Right Controller;(-1.21, 0.71, 3.49);(334.79, 320.69, 330.98)
7,754599;Left Controller;(-1.48, 0.69, 3.31);(335.70, 348.68, 11.98)
7,754599;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,256052;Right Hand Presence Physics;(-1.55, 0.73, 4.09);(332.03, 319.14, 333.56)
8,256052;Left Hand Presence Physics;(-1.80, 0.69, 4.01);(0.63, 344.49, 334.92)
8,256052;Right Controller;(-1.55, 0.73, 4.09);(331.80, 319.20, 333.79)
8,256052;Left Controller;(-1.79, 0.69, 4.00);(1.35, 345.36, 333.60)
8,256052;Metal Cube;(-0.11, 0.55, 5.65);(0.00, 0.00, 0.00);False;
8,562753;Right Hand Presence Physics;(-1.55, 0.73, 4.08);(331.36, 317.92, 333.21)
8,562753;Left Hand Presence Physics;(-1.74, 0.64, 3.93);(359.59, 345.26, 302.40)
8,562753;Right Controller;(0.06, 0.74, 0.45);(330.39, 340.27, 319.76)
8,562753;Left Controller;(-0.26, 0.70, 0.25);(339.58, 355.02, 10.14)
9,064562;Right Hand Presence Physics;(0.10, 0.73, 1.27);(330.72, 339.41, 319.60)
9,064562;Left Hand Presence Physics;(-0.21, 0.69, 1.06);(336.76, 356.95, 1.26)
9,064562;Right Controller;(0.11, 0.73, 1.30);(330.82, 339.60, 319.34)
9,064562;Left Controller;(-0.19, 0.69, 1.10);(336.78, 356.94, 1.28)
9,064562;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
9,565907;Right Hand Presence Physics;(0.33, 0.73, 2.45);(331.40, 337.83, 320.75)
9,565907;Left Hand Presence Physics;(0.06, 0.72, 2.25);(337.58, 353.58, 349.20)
9,565907;Right Controller;(0.33, 0.73, 2.49);(331.38, 337.85, 320.76)
9,565907;Left Controller;(0.06, 0.72, 2.28);(337.47, 353.43, 348.94)
9,565907;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
10,06749;Right Hand Presence Physics;(0.33, 0.73, 3.70);(331.98, 337.53, 321.52)
10,06749;Left Hand Presence Physics;(0.04, 0.69, 3.51);(340.54, 349.15, 354.69)
10,06749;Right Controller;(0.34, 0.73, 3.73);(331.98, 337.53, 321.53)
10,06749;Left Controller;(0.05, 0.69, 3.54);(340.55, 349.15, 354.71)
10,06749;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
10,56923;Right Hand Presence Physics;(0.34, 0.73, 4.94);(331.90, 337.50, 321.42)
10,56923;Left Hand Presence Physics;(0.04, 0.68, 4.75);(342.49, 347.46, 355.64)
10,56923;Right Controller;(0.33, 0.73, 4.97);(331.93, 337.52, 321.40)
10,56923;Left Controller;(0.03, 0.69, 4.78);(342.54, 347.44, 355.59)
10,56923;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
11,07019;Right Hand Presence Physics;(0.11, 0.74, 5.54);(331.64, 337.31, 321.28)
11,07019;Left Hand Presence Physics;(-0.18, 0.65, 5.50);(358.86, 352.92, 325.00)
11,07019;Right Controller;(0.11, 0.74, 5.54);(331.67, 337.27, 321.32)
11,07019;Left Controller;(-0.17, 0.65, 5.50);(359.33, 352.99, 323.71)
11,07019;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 0.00, 0.00);False;
11,36244;Sponge Cube;(-0.12, 0.55, 5.65);(270.02, 359.98, 0.00);True;Left Hand
11,57092;Right Hand Presence Physics;(0.11, 0.74, 5.54);(331.58, 337.36, 320.78)
11,57092;Left Hand Presence Physics;(-0.13, 0.68, 5.54);(359.03, 0.20, 338.93)
11,57092;Right Controller;(0.11, 0.74, 5.54);(331.60, 337.34, 320.81)
11,57092;Left Controller;(-0.13, 0.69, 5.54);(357.89, 0.92, 341.13)
11,57092;Sponge Cube;(-0.09, 0.65, 5.60);(288.86, 241.83, 124.47);True;Left Hand
12,07248;Right Hand Presence Physics;(0.09, 0.73, 5.54);(331.80, 334.39, 323.18)
12,07248;Left Hand Presence Physics;(-0.15, 0.74, 5.47);(348.54, 2.18, 351.71)
12,07248;Right Controller;(0.09, 0.74, 5.54);(331.80, 334.37, 323.18)
12,07248;Left Controller;(-0.15, 0.75, 5.47);(347.98, 2.60, 350.72)
