Timestamp;Type;Name;Position;Rotation
13,49459;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,49459;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,49459;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,49459;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,49459;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,49459;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,5929;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,5929;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,5929;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,5929;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,5929;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,5929;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,69388;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,69388;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,69388;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,69388;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,69388;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,69388;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,79643;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,79643;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,79643;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,79643;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,79643;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,79643;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,8976;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,8976;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,8976;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,8976;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,8976;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,8976;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,99958;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,99958;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,99958;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,99958;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,99958;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,99958;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
14,10264;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,10264;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,10264;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,10264;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,10264;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,10264;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
14,20449;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,20449;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,20449;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,20449;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
14,20449;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
