Timestamp;Type;Name;Position;Rotation
8,540445;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,540445;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,540445;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,540445;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,540445;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,540445;Cube;2;(0.00, 2.00, 5.60);(0.00, 0.00, 0.00)
10,12682;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,12682;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,12682;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,12682;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,12682;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,12682;Cube;2;(0.00, 2.00, 5.60);(0.00, 0.00, 0.00)
10,19791;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,19791;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,19791;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,19791;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,19791;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,19791;Cube;2;(0.00, 1.99, 5.60);(0.00, 0.00, 0.00)
10,21408;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,21408;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,21408;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,21408;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,21408;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,21408;Cube;2;(0.00, 1.98, 5.60);(0.00, 0.00, 0.00)
10,23166;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,23166;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,23166;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,23166;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,23166;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,23166;Cube;2;(0.00, 1.96, 5.60);(0.00, 0.00, 0.00)
10,25757;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,25757;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,25757;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,25757;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,25757;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,25757;Cube;2;(0.00, 1.94, 5.60);(0.00, 0.00, 0.00)
10,2745;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,2745;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,2745;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,2745;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,2745;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,2745;Cube;2;(0.00, 1.92, 5.60);(0.00, 0.00, 0.00)
10,29249;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,29249;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,29249;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,29249;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,29249;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,29249;Cube;2;(0.00, 1.89, 5.60);(0.00, 0.00, 0.00)
10,34062;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,34062;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,34062;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,34062;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,34062;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,34062;Cube;2;(0.00, 1.86, 5.60);(0.00, 0.00, 0.00)
10,35648;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,35648;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,35648;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,35648;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,35648;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,35648;Cube;2;(0.00, 1.82, 5.60);(0.00, 0.00, 0.00)
10,37337;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,37337;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,37337;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,37337;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,37337;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,37337;Cube;2;(0.00, 1.78, 5.60);(0.00, 0.00, 0.00)
10,39095;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,39095;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,39095;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,39095;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,39095;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,39095;Cube;2;(0.00, 1.74, 5.60);(0.00, 0.00, 0.00)
10,41142;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,41142;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,41142;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,41142;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,41142;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,41142;Cube;2;(0.00, 1.69, 5.60);(0.00, 0.00, 0.00)
10,42716;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,42716;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,42716;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,42716;Right Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,42716;Left Controller;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,42716;Cube;2;(0.00, 1.64, 5.60);(0.00, 0.00, 0.00)
10,44253;Main Camera;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,44253;Right Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,44253;Left Hand;1;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
