Timestamp;Type;Name;Position;Rotation
8,749018;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,749018;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,749018;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,749018;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,749018;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
8,749018;2;Cube;(0.00, 2.00, 5.60);(0.00, 0.00, 0.00)
10,47848;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,47848;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,47848;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,47848;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,47848;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,47848;2;Cube;(0.00, 2.00, 5.60);(0.00, 0.00, 0.00)
10,64842;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,64842;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,64842;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,64842;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,64842;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,64842;2;Cube;(0.00, 1.99, 5.60);(0.00, 0.00, 0.00)
10,66416;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,66416;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,66416;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,66416;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,66416;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,66416;2;Cube;(0.00, 1.98, 5.60);(0.00, 0.00, 0.00)
10,68094;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,68094;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,68094;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,68094;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,68094;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,68094;2;Cube;(0.00, 1.96, 5.60);(0.00, 0.00, 0.00)
10,69642;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,69642;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,69642;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,69642;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,69642;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,69642;2;Cube;(0.00, 1.94, 5.60);(0.00, 0.00, 0.00)
10,71313;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,71313;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,71313;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,71313;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,71313;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,71313;2;Cube;(0.00, 1.92, 5.60);(0.00, 0.00, 0.00)
10,72916;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,72916;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,72916;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,72916;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,72916;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,72916;2;Cube;(0.00, 1.89, 5.60);(0.00, 0.00, 0.00)
10,74446;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,74446;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,74446;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,74446;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,74446;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,74446;2;Cube;(0.00, 1.86, 5.60);(0.00, 0.00, 0.00)
10,75971;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,75971;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,75971;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,75971;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,75971;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,75971;2;Cube;(0.00, 1.82, 5.60);(0.00, 0.00, 0.00)
10,85439;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,85439;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
10,85439;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
