Timestamp;Type;Name;Position;Rotation
13,57391;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,57391;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,57391;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,57391;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,57391;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,57391;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,60531;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,60531;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,60531;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,60531;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,60531;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,60531;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,61944;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,61944;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,61944;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,61944;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,61944;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,61944;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,64092;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,64092;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,64092;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,64092;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,64092;1;Left Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,64092;2;Cube;(0.00, 0.50, 5.60);(0.00, 0.00, 0.00)
13,66259;1;Main Camera;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,66259;1;Right Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,66259;1;Left Hand;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
13,66259;1;Right Controller;(0.00, 1.36, 0.00);(0.00, 0.00, 0.00)
